,user_id,parent_asin,title_y,weighted_rating
3710,29940,1518,Original DVD Drive Replacement Part Model DG-16D2S for Microsoft Xbox 360 Xbox360 by Honglei,3.932133510061594
3711,106594,5092,Xbox Game Pass for Console,4.484460713655345
3714,76196,5587,Microsoft Xbox One S 1TB Console with Xbox One Wireless Controller - Robot White (2016 Model),4.637914631504238
3720,110262,9923,"Wireless Gaming Keyboard and Mouse,Rainbow Backlit Rechargeable Keyboard Mouse with 3800mAh Battery Metal Panel,Removable Hand Rest Mechanical Feel Keyboard and 7 Color Gaming Mute Mouse for PC Gamers",4.1068617252210435
3726,34486,1242,JINHEZO JINHEZO-CS-370 for Xbox 360 Kinect Sensor Mounting Clip TV Mounting Clip Black 1Pcs,4.525292011619838
3730,34486,301,Rome: Total War Gold Edition - PC,4.179332823103572
3732,34486,1126,The Stronghold Collection - PC,4.353221391022437
3733,31517,55,CTR: Crash Team Racing,4.398963601569969
3735,18421,4043,Atari Flashback 8 Gold Console HDMI 120 Games 2 Wireless Controllers,4.027928839568077
3736,27157,990,Tom Clancy's Ghost Recon: Future Soldier - Xbox 360,4.419106252429687
3737,27157,987,Sony PlayStation 3 Slim 320 GB Charcoal Black Console,4.13048050571874
3744,28050,3515,1-2 Switch - Nintendo Switch,4.547066567605028
3746,28050,1646,Original Nintendo 3DS XL Power Adapter Charger WAP-002 - Bulk Packaging,4.626918320156242
3749,53130,5902,"2 Pack Analog 3D Joycon Joystick Replacement for Switch, Joycon Repait Kit Switch joysticks compatiable with Left and Right Switch Joy con Controller Full NS Repair Tool Set(19 in 1)",4.2184771944711175
3756,90273,5405,Warner Bros Fortnite: Deep Freeze Bundle - Xbox One,4.290580225835882
3757,90273,5159,PlayStation 4 Slim 1TB Console - Call of Duty: Black Ops 4 Bundle [Discontinued],4.519793059315276
3759,52679,10445,Gam3Gear Pattern Series Decals Skin Vinyl Sticker for Xbox ONE Console & Controller (NOT Xbox One Elite / Xbox One S / Xbox One X) - Red Skull,4.230167413461839
3764,81631,7722,"CFORWARD Controller, Wireless Controller, Game Controller Compatible for play3 Remote with Charger and Thumb Gripss",4.378965323479888
3765,81631,7217,"Etpark Wireless Controller for PS-4, Touch Panel Gamepad with Dual Vibration and Audio Function, Anti-Slip Grip and Mini LED Indicator",3.950952902491903
3767,52032,1149,Call of Duty: Modern Warfare 3 - Xbox 360,4.482146274065658
3772,115292,9797,"eXtremeRate Orange Star Universe Joycon Handheld Controller Housing (D-Pad Version) with Full Buttons, DIY Replacement Shell Case for Nintendo Switch & Switch Oled Joy-Con – Console Shell NOT Included",4.459958662152531
3774,41780,2908,SADES Gaming Headset Headphone for PS4/PC/Laptop/Xbox 360 with Microphone SA-708GT,4.031271994341653
3775,111574,5141,Xbox One S 1TB Console - Fortnite Bundle (Discontinued),4.5171441357749975
3777,80856,2453,DualShock 4 Wireless Controller for PlayStation 4 - Magma Red [Old Model],4.546568432282836
3784,39730,3817,CTA Digital PS Vita Travel EVA Protective Case,4.623563751245381
3787,108053,2530,HWAYO 500GB 500G Internal HDD Hard Drive Disk Disc for Xbox360 Xbox 360 S Slim Games,4.485382713307464
3788,104376,8733,Fist of The North Star: Lost Paradise - PlayStation 4,4.5160479881549
3789,104376,4930,Shenmue I & II - Xbox One,4.3890667613728755
3790,104376,9738,Bayonetta 2 (Physical Game Card) + Bayonetta (Digital Download) - Nintendo Switch,4.386614296759929
3792,29756,3189,"My Arcade GamePad Classic - Wireless Game Controller - Compatible with Nintendo NES Classic Edition, Wii, Wii U - Adapter Included - 30 Feet Range - Home Button - Battery Powered - Ergonomic Design",4.214687346554048
3793,23725,8228,Rush: A Disney Pixar Adventure - Xbox One,4.551990059981774
3800,64979,218,Star Wars Knights of the Old Republic II: The Sith Lords,4.343601111541191
3803,53072,3658,Ultra Street Fighter II: The Final Challengers - Nintendo Switch,4.564590188556677
3805,53072,710,Xbox 360 Pro 20 GB,4.284183308627226
3806,78973,6883,VRGE - Index Controller Dock - Premium Wood Top Storage and Charge Station for Valve Index VR Controllers,4.341102905743687
3808,6624,9320,Microsoft Flight Simulator: Standard Edition – Xbox Series X,4.350251320611164
3810,5442,4960,SteelSeries Arctis 5 RGB Illuminated Gaming Headset - Black (Discontinued by Manufacturer),4.294137050730033
3815,113878,175,Sonic Adventure DX Director's Cut,4.283127364742963
3830,5560,4037,Hikfly Silicone Gel Controller Cover Skin Protector Compatible for PS4/PS4 Slim/PS4 Pro Controller (1 x Controller Cover with 8 x FPS Pro Thumb Grip Caps)(Grey),4.391164249854822
3832,105117,10763,Call of Duty: Modern Warfare II - PlayStation 5,4.5501486436132375
3835,105117,4531,KontrolFreek Call of Duty: Black Ops 4 for PlayStation 4 (PS4) and PlayStation 5 (PS5) | Performance Thumbsticks | 2 High-Rise | Black/Orange,4.365746810912604
3839,125964,10018,"Deruitu Switch Accessories Bundle Compatible with Nintendo Switch, Kit with Carrying Case, Screen Protector, Compact Playstand, Game Case, Joystick Cap, Charging Dock,Steering Wheel, (18 in 1)",4.678870342111638
3845,67602,3792,State of Decay 2 - Ultimate Edition - Xbox One,4.464474453240008
3849,67602,1618,Tom Clancy The Division /ps4,4.211241153507848
3850,67602,8032,Xbox Rechargeable Battery + USB-C® Cable,4.486783080435298
3852,67602,10376,AK515 Wired Mechanical Gaming Keyboard – Brown Switches - PBT Keycaps – Pink-White Matching – White Backlit - Magnetic Suction Panel - Multimedia Keys Roller – for Windows Computer Office Gaming PC,4.5288870565451855
3856,67602,5958,Final Fantasy VII Remake - PlayStation 4 Deluxe Edition,4.7759577094389485
3857,67602,6411,Yakuza Remastered Collection - Day 1 Edition - PlayStation 4,4.695957424200391
3860,67602,7542,Anthem: Legion of Dawn Edition - Xbox One,4.059727186766226
3861,67602,5816,Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto - Xbox One,4.535633451538811
3862,67602,5809,Naruto to Boruto: Shinobi Striker - PlayStation 4,4.553540768638693
3863,67602,10285,DRAGON BALL Z: Kakarot - PlayStation 5,4.500173806827209
3866,67602,5486,"Final Fantasy XIV Online, Complete Edition - PlayStation 4",4.3997644184663764
3869,67602,2939,Death Stranding - PlayStation 4,4.489023819583256
3874,67602,4094,SOULCALIBUR VI: Standard Edition - PlayStation 4,4.559596129130729
3876,67602,3406,Gravel - PlayStation 4,4.281669235770133
3878,67602,4644,Infamous Second Son Hits - PlayStation 4,4.511575135064792
3881,67602,3858,PlayStation 4 Pro 1TB Limited Edition Console - Star Wars Battlefront II Bundle [Discontinued],4.423122254082114
3884,67602,3535,Yakuza Kiwami - PlayStation Hits - PlayStation 4,4.6427462623779014
3890,67602,8224,Yakuza 0 - PlayStation Hits - PlayStation 4,4.733765574095972
3897,67602,1365,Persona 4 Golden - PlayStation Vita,4.725625990817415
3898,67602,1727,Sony Computer Entertainment Playstation 3 12GB System,4.4348683817845895
3901,67602,2055,"SABRENT 2.5"" Hard Disk Drive Mounting Kit Bracket for PS3 Super Slim CECH 400x Series (BK-HDPS)",4.551980597649785
3913,67602,2351,UNCHARTED: The Nathan Drake Collection - PlayStation 4,4.671580996501229
3918,105215,3374,"Snipperclips – Cut it out, together! - Nintendo Switch [Digital Code]",4.476286312820007
3919,105215,860,EA Sports Active - Nintendo Wii,3.9176502500230708
3920,46389,5133,"PowerBear Ergonomic Mouse [2.4G] Wireless, Laser, Vertical Mouse, 5 Buttons & 1600 DPI",3.811507697137178
3921,17458,550,Game Boy Color - Teal,4.479974047183703
3922,17458,882,"DTOL PS3 Controller Charger Cable Ring Mini USB Data Charging Cord for PS Move Playstation 3 Wireless Controller, TI84 Plus CE, Digital Camera 10ft 2 Pack",4.377370636812299
3926,17458,1644,FIFA 14 - Xbox 360,4.289072368701975
3928,18075,10324,"7.1 Gaming Headset for PC, Computer Gaming Headphones with Noise Cancelling Mic/Microphone, PC Gaming Headset with LED Lights for PC, PS4/PS5 Console, Laptop",4.289469560974332
3929,18075,8308,"Thrustmaster T80 Racing Wheel (PS5, PS4, PC)",4.156226175597677
3931,11383,9010,"Esimen Adjustable Head Strap Compatible for Meta/Oculus Quest 2 Elite Strap Accessories, Comfort Foam Pad Strap, Design Balance Weight, Reduce Pressure, Durable and Lightweight (White)",4.476078708946736
3935,120621,8364,Bravely Default II - Nintendo Switch,4.66576643778244
3942,120621,5448,"KINVOCA Switch Dock, Portable Switch Charging Stand, Compact Switch to HDMI Adapter, Switch Docking Station with Extra USB 3.0 Port,Replacement Charging Dock for Switch with USB C Power Input",4.222432179240855
3943,120621,7048,"Kinvoca Switch Controller for Nintendo Switch Handheld Mode, Ergonomic Grips and Joy Pad Pro, Supports Motion Control and Dual Shock",4.214301112138626
3945,120621,6102,"YCCTEAM Rechargeable Battery Packs for Xbox One, 2 Pack 1200 mAh Xbox One Controller Battery Pack with USB C Charging Cable and Micro USB Adapter - Upgrade Integrated Rechargeable Battery",4.386948740267415
3956,105635,5833,Ace Combat 7: Skies Unknown - Xbox One,4.465835958927982
3960,105635,1665,Watch Dogs xbox one,4.550217657950644
3961,105635,6472,The Witcher 3: Wild Hunt - Xbox One,4.506517907087562
3964,105635,3594,Need for Speed Payback - PlayStation 4,4.53789387724758
3966,105635,10467,Nyko Charging Station for Xbox Series XS and Xbox - Charge Base for 2 Xbox Controllers w/LED Indicators and Extra USB Port - Xbox Controller Charge Stand w/Rechargeable Batteries - Xbox Accessories,4.294381109167004
3967,105635,399,Ace Combat 6: Fires of Liberation (Platinum Hits),4.284653313668018
3972,105635,1338,Medal of Honor Warfighter - Xbox 360,4.356812662184101
3977,70714,2753,PlayStation 4 500GB Console - Uncharted 4 Limited Edition Bundle [Discontinued],4.56406381416817
3979,14134,6841,CHINFAI PS4 Controller DualShock4 Skin Grip Anti-Slip Silicone Cover Protector Case for Sony PS4/PS4 Slim/PS4 Pro Controller with 8 Thumb Grips (Orange),4.349156042617667
3980,14134,3084,PlayStation Platinum Wireless Headset - PlayStation 4,4.488018579627198
3981,14134,2567,DualShock 4 Wireless Controller for PlayStation 4 - Crystal,4.342416882912135
3984,15086,2123,Skylanders Trap Team: Funny Bone Character Pack,4.63219663828359
3986,103088,198,Zoo Tycoon Complete Collection - PC,4.490811401598226
3987,37977,8759,"Case Compatible with Nintendo Switch, Fit The Dock Station, Protective Accessories Cover Compatible with Joy Con Controller and Console Dockable with a Tempered Glass Screen Protector",4.3651482643201325
3988,37977,7975,"Charging Dock Replacement for Switch & Charger for Switch OLED Joy Con, Charging Station for Switch with a USB Type-C Charging Cord- Black",4.776081500804208
3990,37977,8359,My Baby (NSW) - Nintendo Switch & Puppies and Kittens - Nintendo Switch,4.377194212463122
4002,121191,3171,"BENGOO Stereo Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Sega Genesis Gamecube PS5 –Camouflage",4.203317122449563
4004,63666,5850,Huismart Bumper Trigger & Middle Piece for Xbox One Elite Controller and Xbox One with 3.5mm Jack Versions,4.162872937007293
4005,63666,2179,"XBOX ONE Controller Opening Kit Best Screwdriver Set | Not Made In China | Repair Elite & S Controllers | Replace Buttons, Shells, Thumbsticks, Parts & Accessories | Every Gamer Must Have",4.429677168469922
4006,119337,4546,Just Dance 2019 - Wii Standard Edition,4.556883159384112
4007,119337,2876,EasyAcc G1 Gaming Headset Virtual 7.1 Channel Surround Sound Noise Isolation Stereo Over-Ear USB Headphones with Microphone for PC/MAC(Black/Red),4.293647949079704
4010,34332,5329,Razer BlackWidow Ultimate Stealth 2014 Edition Elite Mechanical Gaming Keyboard - Orange Switch,4.28911243334468
4018,12934,5018,eXtremeRate Blue Flame Soft Touch Grip Front Housing Shell Faceplate for Standard Xbox One Controller (Fits Both with 3.5mm Port and Without 3.5 mm Port),4.295378079680563
4023,2542,8120,VR Cover Controller Grips for Meta/Oculus Quest 2 (Dark Grey),4.621592861423233
4024,2542,5000,"BlueFire Kids Headphones for Online School, Children, Teens, Boys, Girls, 3.5mm Stereo Over-Ear Gaming Headphone with Microphone and Volume Control Compatible with PS4, PS5, New Xbox One（Blue）",4.2027708158605135
4028,2542,6905,Skull & Co. GripCase Lite: A Comfortable Protective Case with Replaceable Grips [to fit All Hands Sizes] for Nintendo Switch Lite [No Carrying Case]- Blue,4.749027777217985
4030,2542,6517,YOOWA Kickstand for Nintendo Switch - [Enhanced Version] Back Bracket Spare Parts Holder Replacement Kick Stand for Nintendo Switch Console with Nintendo Switch Triwing Screwdriver,4.39097940341817
4032,2542,5830,Divinity: Original Sin 2 - Xbox One Definitive Edition,4.527158450222179
4035,2542,3692,Microsoft Xbox One S 1Tb Console - White [Discontinued],4.574253380615524
4039,42913,4634,NBA 2K19 - Nintendo Switch,4.218770209681947
4041,5601,1853,PowerA MOGA Hero Power - Electronic Games,4.2064637535428995
4044,75608,6815,LeyuSmart Lotus Pond Moon Frog Thumb Grip Caps for Nintendo Switch/OLED/Switch Lite (4 Pack) Soft Silicone Cover for Joy-Con Controller,4.679549950991088
4046,30690,5737,RIG 800LX Wireless Gaming Headset for Xbox One (Renewed),4.212873745859914
4048,30690,1162,Gravity Rush - PlayStation Vita,4.535823550210148
4049,30690,3067,Super Mario Maker for Nintendo 3DS - Nintendo 3DS,4.5283676392955154
4050,30690,2433,"Khanka All-in-one Double Compartment Carry Travel Case Bag + Gray Game/Memory Card Hard Case for Psvita PS Vita 1000 and PSVita Slim (PSV 2000), fits Charger Cable/Game Cards",4.399631831718316
4051,30690,2573,Matricom G-Pad BX Wireless USB Rechargeable Bluetooth Pro Game Pad Joystick (Samsung Gear VR and G-Box Compatible!),4.133262070694988
4052,30690,2660,Microsoft Xbox 360 Wireless Controller Black (Renewed),4.289838892026558
4054,3704,3872,"Plantronics Gaming Headset, RIG 800HD Wireless Gaming Headset for Windows with Prepaid Dolby Atmos® Activation Code Included",4.288297206678863
4055,13402,9735,Greedfall (PS4) - PlayStation 4,4.212106898182339
4056,13402,2634,,4.219310618789873
4058,60062,731,Style Savvy - Nintendo DS,4.398149885609458
4060,108532,3878,PowerA Joy-Con Comfort Grip for Nintendo Switch - Zelda: Breath of the Wild,4.3931291053226005
4062,8414,7898,"Mifanstech Gaming Headset-3D Surround Sound Headphones, Adjustable Noise Cancelling Mic, LED Light, Xbox One Headset with Aluminum Frame for Nintendo Switch, PC, Mac",4.393250525269813
4065,118489,1625,Battlefield 4 - Playstation 3,4.381200370513731
4067,90317,5947,"Microsoft Pro Intellimouse – Dark Shadow. Comfortable Ergonomic Design with 2 Customizable Buttons, Wired, USB, Gaming Mouse for PC/Laptop/Desktop",4.42343255779924
4071,124062,4545,Just Dance 2019 - Wii U Standard Edition,4.361611255274757
4078,123391,2377,Battlefield 1 - Xbox One,4.557106029733219
4081,120630,1059,Radiant Historia - Nintendo DS,4.546624632433165
4082,120630,10440,Officially Licensed Nintendo Switch Deluxe Zelda Link Travel Case – Premium Hard Case Made with Koskin Saddle Leather Embossed with Zelda Breath of The Wild Art 2 Game Cases,4.732860025304316
4086,122245,2672,PlayStation Now: 12 Month Subscription [Digital Code],4.64711594131533
4089,67221,10392,"2 Pack 2.4 GHz Wireless USB Controller Compatible with SNES Games, SAFFUN SNES Retro USB PC Super Classic Controller for Windows PC MAC Linux Genesis Raspberry Pi Retropie (Multicolored Keys)",4.371926848866953
4091,91690,10340,Rii Xbox one Battery Pack 1200mAh (2-Pack) Rechargeable Lithium for Xbox One S/Xbox One X/Xbox One Elite Wireless Controller with 2 of 1 Feet Micro USB Charging Cable and LED Indicator,4.350475919615177
4093,17448,2774,Dead Island Definitive Collection - PlayStation 4,4.435048417093343
4095,17448,2335,NBA 2K16 - PlayStation 3,4.342416882912135
4097,17448,9519,The Sims 3: Master Suite Stuff,4.587285789507693
4099,119157,10707,"YOGES VR Game Handle Accessories Compatible with Oculus Quest 2 Controllers, Dual Handles Extension Grips Compatible with Meta Quest 2 Accessories Beat Saber Supernatural Gorilla Tag Games",4.216561040970409
4100,119157,3600,Gamers Digital Wireless Keyboard ChatPad for Xbox One S Keyboard White with USB Receiver with Audio/Headset Jack for Xbox One Elite & Slim Controller,4.208875899770202
4102,119157,1239,Cabela's Big Game Hunter Hunting Party with Gun - Xbox 360,3.9324150513278022
4103,119157,1623,Minecraft,4.392178549871488
4104,119157,3226,"BEK Controller Replacement for Xbox 360 Controller Wireless Remote Gamepad, Non-Slip Joystick Thumb Grips, Double Shock, Live Play, Compatible with Microsoft Xbox 360 Slim PC Windows 10 8 7 (Black)",4.212428452612135
4105,119157,4990,"Xbox 360 Controller Charger,Charging Dock Station with 2pcs Rechargeable Battery Pack for Xbox 360 Controller, Charger with Batteries for Xbox 360 Slim Controlle",4.356939808419084
4108,88610,5295,"FUNLAB Thumb Grip Set Joystick Caps Compatible with Nintendo Switch/OLED/Lite Console,Silicone Analog Stick Caps for Switch Controllers – Red+Blue,2 Pairs",4.4798088517240675
4110,27436,7456,"Switch Charger, Daugee AC Adapter Switch Lite Charger Cable, Fast Charging 15V 2.6A Power Supply Compatible with Switch/Switch Lite/Pro Controller (Support TV Mode and Dock)",4.521600047077795
4112,27436,1388,Fallout 3: Game of the Year Edition - Classic (Xbox 360),4.600442466034909
4115,62510,2503,Just Dance Disney Party 2 - Wii U Standard Edition,4.282531859969186
4120,66471,3207,Controller Gear Controller Skin - Space Starfield - Officially Licensed by Xbox One,3.8907052448126427
